Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Class	Order	Family	Genus	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
Lithocarpus podocarpus	Lithocarpus podocarpus		Plantae				Fagaceae		species					
Lithocarpus pseudo-molucca	Lithocarpus pseudo-molucca		Plantae				Fagaceae		species					
Lithocarpus rassa	Lithocarpus rassa		Plantae				Fagaceae		species					
Lithocarpus schlechteri	Lithocarpus schlechteri		Plantae				Fagaceae		species					
Lithocarpus scortechinii	Lithocarpus scortechinii		Plantae				Fagaceae		species					
Lithocarpus silvicolarum	Lithocarpus silvicolarum		Plantae				Fagaceae		species					
Lithocarpus soleriana	Lithocarpus soleriana		Plantae				Fagaceae		species					
Lithocarpus sultii	Lithocarpus sultii		Plantae				Fagaceae		species					
Lithocarpus sundaica	Lithocarpus sundaica		Plantae				Fagaceae		species					
Lithocarpus symingtonianus	Lithocarpus symingtonianus		Plantae				Fagaceae		species					
Lithocarpus vestitus	Lithocarpus vestitus		Plantae				Fagaceae		species					
Lithocarpus wangianus	Lithocarpus wangianus		Plantae				Fagaceae		species					
Lithraea brasiliensis	Lithraea brasiliensis		Plantae				Anacardiaceae		species					
Lithraea molleoides	Lithraea molleoides		Plantae				Anacardiaceae		species					
Litsea accedens	Litsea accedens		Plantae				Lauraceae		species					
Litsea accedentoides	Litsea accedentoides		Plantae				Lauraceae		species					
Litsea albayana	Litsea albayana		Plantae				Lauraceae		species					
Litsea amara	Litsea amara		Plantae				Lauraceae		species					
Litsea angulata	Litsea angulata		Plantae				Lauraceae		species					
Litsea artocarpifolia	Litsea artocarpifolia		Plantae				Lauraceae		species					
Litsea baviensis	Litsea baviensis		Plantae				Lauraceae		species					
Litsea bindoniana	Litsea bindoniana		Plantae				Lauraceae		species					
Litsea brachystachya	Litsea brachystachya		Plantae				Lauraceae		species					
Litsea breviumbellata	Litsea breviumbellata		Plantae				Lauraceae		species					
Litsea calicaris	Litsea calicaris		Plantae				Lauraceae		species					
Litsea calophyllantha	Litsea calophyllantha		Plantae				Lauraceae		species					
Litsea castanea	Litsea castanea		Plantae				Lauraceae		species					
Litsea chinensis	Litsea chinensis		Plantae				Lauraceae		species					
Litsea confusa	Litsea confusa		Plantae				Lauraceae		species					
Litsea cordata	Litsea cordata		Plantae				Lauraceae		species					
Litsea costalis	Litsea costalis		Plantae				Lauraceae		species					
Litsea crassifolia	Litsea crassifolia		Plantae				Lauraceae		species					
Litsea cubeba	Litsea cubeba		Plantae				Lauraceae		species					
Litsea curtisii	Litsea curtisii		Plantae				Lauraceae		species					
Litsea diversifolia	Litsea diversifolia		Plantae				Lauraceae		species					
Litsea domarensis	Litsea domarensis		Plantae				Lauraceae		species					
Litsea elliptica	Litsea elliptica		Plantae				Lauraceae		species					
Litsea ferruginea	Litsea ferruginea		Plantae				Lauraceae		species					
Litsea firma	Litsea firma		Plantae				Lauraceae		species					
Litsea fulva	Litsea fulva		Plantae				Lauraceae		species					
Litsea garciae	Litsea garciae		Plantae				Lauraceae		species					
Litsea glutinosa	Litsea glutinosa		Plantae				Lauraceae		species					
Litsea gracilipes	Litsea gracilipes		Plantae				Lauraceae		species					
Litsea grandis	Litsea grandis		Plantae				Lauraceae		species					
Litsea irianensis	Litsea irianensis		Plantae				Lauraceae		species					
Litsea lancilimba	Litsea lancilimba		Plantae				Lauraceae		species					
Litsea leefeana	Litsea leefeana		Plantae				Lauraceae		species					
Litsea leytensis	Litsea leytensis		Plantae				Lauraceae		species					
Litsea machilifolia	Litsea machilifolia		Plantae				Lauraceae		species					
Litsea mappacea	Litsea mappacea		Plantae				Lauraceae		species					
Litsea megacarpa	Litsea megacarpa		Plantae				Lauraceae		species					
Litsea monopetala	Litsea monopetala		Plantae				Lauraceae		species					
Litsea monticola	Litsea monticola		Plantae				Lauraceae		species					
Litsea myristicaefolia	Litsea myristicaefolia		Plantae				Lauraceae		species					
Litsea nidularis	Litsea nidularis		Plantae				Lauraceae		species					
Litsea noronhae	Litsea noronhae		Plantae				Lauraceae		species					
Litsea oppositifolia	Litsea oppositifolia		Plantae				Lauraceae		species					
Litsea petiolata	Litsea petiolata		Plantae				Lauraceae		species					
Litsea polyantha	Litsea polyantha		Plantae				Lauraceae		species					
Litsea resinosa	Litsea resinosa		Plantae				Lauraceae		species					
Litsea reticulata	Litsea reticulata		Plantae				Lauraceae		species					
Litsea robusta	Litsea robusta		Plantae				Lauraceae		species					
Litsea sebifera	Litsea sebifera		Plantae				Lauraceae		species					
Litsea teysmanni	Litsea teysmanni		Plantae				Lauraceae		species					
Litsea tomentosa	Litsea tomentosa		Plantae				Lauraceae		species					
Litsea umbellata	Litsea umbellata		Plantae				Lauraceae		species					
Litsea vang	Litsea vang		Plantae				Lauraceae		species					
Litsea velutina	Litsea velutina		Plantae				Lauraceae		species					
Livistona rotundifolia	Livistona rotundifolia		Plantae				Arecaceae		species					
Loesenera kalantha	Loesenera kalantha		Plantae				Fabaceae		species					
Lomatia fraxinifolia	Lomatia fraxinifolia		Plantae				Proteaceae		species					
Lomatia hirsuta	Lomatia hirsuta		Plantae				Proteaceae		species					
Lonchocarpus araripensis	Lonchocarpus araripensis		Plantae				Fabaceae		species					
Lonchocarpus campestris	Lonchocarpus campestris		Plantae				Fabaceae		species					
Lonchocarpus capassa	Lonchocarpus capassa		Plantae				Fabaceae		species					
Lonchocarpus castilloi	Lonchocarpus castilloi		Plantae				Fabaceae		species					
Lonchocarpus constrictus	Lonchocarpus constrictus		Plantae				Fabaceae		species					
Lonchocarpus costaricensis	Lonchocarpus costaricensis		Plantae				Fabaceae		species					
Lonchocarpus eriocarinalis	Lonchocarpus eriocarinalis		Plantae				Fabaceae		species					
Lonchocarpus hedyosmus	Lonchocarpus hedyosmus		Plantae				Fabaceae		species					
Lonchocarpus heptaphyllus	Lonchocarpus heptaphyllus		Plantae				Fabaceae		species					
Lonchocarpus hondurensis	Lonchocarpus hondurensis		Plantae				Fabaceae		species					
Lonchocarpus hylobius	Lonchocarpus hylobius		Plantae				Fabaceae		species					
Lonchocarpus lilloi	Lonchocarpus lilloi		Plantae				Fabaceae		species					
Lonchocarpus margaritensis	Lonchocarpus margaritensis		Plantae				Fabaceae		species					
Lonchocarpus minimiflorus	Lonchocarpus minimiflorus		Plantae				Fabaceae		species					
Lonchocarpus muehlbergianus	Lonchocarpus muehlbergianus		Plantae				Fabaceae		species					
Lonchocarpus nelsii	Lonchocarpus nelsii		Plantae				Fabaceae		species					
Lonchocarpus parviflorus	Lonchocarpus parviflorus		Plantae				Fabaceae		species					
Lonchocarpus peninsularis	Lonchocarpus peninsularis		Plantae				Fabaceae		species					
Lonchocarpus sericeus	Lonchocarpus sericeus		Plantae				Fabaceae		species					
Lonchocarpus stramineus	Lonchocarpus stramineus		Plantae				Fabaceae		species					
Lonchocarpus unifoliolatus	Lonchocarpus unifoliolatus		Plantae				Fabaceae		species					
Lonchocarpus velutinus	Lonchocarpus velutinus		Plantae				Fabaceae		species					
Lophira alata	Lophira alata		Plantae				Ochnaceae		species					
Lophira lanceolata	Lophira lanceolata		Plantae				Ochnaceae		species					
Lophopetalum beccarianum	Lophopetalum beccarianum		Plantae				Celastraceae		species					
Lophopetalum javanum	Lophopetalum javanum		Plantae				Celastraceae		species					
Lophopetalum ledermannii	Lophopetalum ledermannii		Plantae				Celastraceae		species					
Lophopetalum littorale	Lophopetalum littorale		Plantae				Celastraceae		species					
Lophopetalum maingayi	Lophopetalum maingayi		Plantae				Celastraceae		species					
Lophopetalum micranthum	Lophopetalum micranthum		Plantae				Celastraceae		species					
Lophopetalum oblongum	Lophopetalum oblongum		Plantae				Celastraceae		species					
Lophopetalum pachyphyllum	Lophopetalum pachyphyllum		Plantae				Celastraceae		species					
Lophopetalum reflexum	Lophopetalum reflexum		Plantae				Celastraceae		species					
Lophopetalum subobovatum	Lophopetalum subobovatum		Plantae				Celastraceae		species					
Lophopetalum torricellense	Lophopetalum torricellense		Plantae				Celastraceae		species					
Lophopetalum toxicum	Lophopetalum toxicum		Plantae				Celastraceae		species					
Lophopetalum wallichii	Lophopetalum wallichii		Plantae				Celastraceae		species					
Lophopetalum wightianum	Lophopetalum wightianum		Plantae				Celastraceae		species					
Lophostemon confertus	Lophostemon confertus		Plantae				Myrtaceae		species					
Lophostemon grandiflorus	Lophostemon grandiflorus		Plantae				Myrtaceae		species					
Lophostemon suaveolens	Lophostemon suaveolens		Plantae				Myrtaceae		species					
Loreya arborescens	Loreya arborescens		Plantae				Melastomataceae		species					
Loreya mespiloides	Loreya mespiloides		Plantae				Melastomataceae		species					
Loropetalum chinense	Loropetalum chinense		Plantae				Hamamelidaceae		species					
Lotus scoparius	Lotus scoparius		Plantae				Fabaceae		species					
Lovoa swynnertonii	Lovoa swynnertonii		Plantae				Meliaceae		species					
Lovoa trichilioides	Lovoa trichilioides		Plantae				Meliaceae		species					
Loxopterygium huasango	Loxopterygium huasango		Plantae				Anacardiaceae		species					
Loxopterygium sagotii	Loxopterygium sagotii		Plantae				Anacardiaceae		species					
Luehea candida	Luehea candida		Plantae				Malvaceae		species					
Luehea cymulosa	Luehea cymulosa		Plantae				Malvaceae		species					
Luehea divaricata	Luehea divaricata		Plantae				Malvaceae		species					
Luehea paniculata	Luehea paniculata		Plantae				Malvaceae		species					
Luehea seemannii	Luehea seemannii		Plantae				Malvaceae		species					
Lueheopsis duckeana	Lueheopsis duckeana		Plantae				Malvaceae		species					
Lueheopsis rosea	Lueheopsis rosea		Plantae				Malvaceae		species					
Lueheopsis rugosa	Lueheopsis rugosa		Plantae				Malvaceae		species					
Lumnitzera littorea	Lumnitzera littorea		Plantae				Combretaceae		species					
Lumnitzera racemosa	Lumnitzera racemosa		Plantae				Combretaceae		species					
Lunania mexicana	Lunania mexicana		Plantae				Salicaceae		species					
Lunania parviflora	Lunania parviflora		Plantae				Salicaceae		species					
Lycianthes banahaensis	Lycianthes banahaensis		Plantae				Solanaceae		species					
Lysicarpus angustifolius	Lysicarpus angustifolius		Plantae				Myrtaceae		species					
Lysidice rhodostegia	Lysidice rhodostegia		Plantae				Fabaceae		species					
Lysiloma bahamensis	Lysiloma bahamensis		Plantae				Fabaceae		species					
Lysiloma latisiliqua	Lysiloma latisiliqua		Plantae				Fabaceae		species					
Lysiloma latisiliquum	Lysiloma latisiliquum		Plantae				Fabaceae		species					
Lysiloma microphyllum	Lysiloma microphyllum		Plantae				Fabaceae		species					
Mabea biglandulosa	Mabea biglandulosa		Plantae				Euphorbiaceae		species					
Mabea nitida	Mabea nitida		Plantae				Euphorbiaceae		species					
Mabea piriri	Mabea piriri		Plantae				Euphorbiaceae		species					
Mabea speciosa	Mabea speciosa		Plantae				Euphorbiaceae		species					
Mabea subserrulata	Mabea subserrulata		Plantae				Euphorbiaceae		species					
Mabea subsessilis	Mabea subsessilis		Plantae				Euphorbiaceae		species					
Maburea trinervis	Maburea trinervis		Plantae				Olacaceae		species					
Macadamia hildebrandii	Macadamia hildebrandii		Plantae				Proteaceae		species					
Macadamia ternifolia	Macadamia ternifolia		Plantae				Proteaceae		species					
Macadamia whelanii	Macadamia whelanii		Plantae				Proteaceae		species					
Macaranga aleuritoides	Macaranga aleuritoides		Plantae				Euphorbiaceae		species					
Macaranga beccariana	Macaranga beccariana		Plantae				Euphorbiaceae		species					
Macaranga bicolor	Macaranga bicolor		Plantae				Euphorbiaceae		species					
Macaranga brevipetiolata	Macaranga brevipetiolata		Plantae				Euphorbiaceae		species					
Macaranga capensis	Macaranga capensis		Plantae				Euphorbiaceae		species					
Macaranga celebica	Macaranga celebica		Plantae				Euphorbiaceae		species					
Macaranga conglomerata	Macaranga conglomerata		Plantae				Euphorbiaceae		species					
Macaranga conifera	Macaranga conifera		Plantae				Euphorbiaceae		species					
Macaranga denticulata	Macaranga denticulata		Plantae				Euphorbiaceae		species					
Macaranga diepenhorstii	Macaranga diepenhorstii		Plantae				Euphorbiaceae		species					
Macaranga gigantea	Macaranga gigantea		Plantae				Euphorbiaceae		species					
Macaranga hispida	Macaranga hispida		Plantae				Euphorbiaceae		species					
Macaranga hosei	Macaranga hosei		Plantae				Euphorbiaceae		species					
Macaranga hullettii	Macaranga hullettii		Plantae				Euphorbiaceae		species					
Macaranga hypoleuca	Macaranga hypoleuca		Plantae				Euphorbiaceae		species					
Macaranga inamoena	Macaranga inamoena		Plantae				Euphorbiaceae		species					
Macaranga inermis	Macaranga inermis		Plantae				Euphorbiaceae		species					
Macaranga involucrata	Macaranga involucrata		Plantae				Euphorbiaceae		species					
Macaranga javanica	Macaranga javanica		Plantae				Euphorbiaceae		species					
Macaranga kilimandscharica	Macaranga kilimandscharica		Plantae				Euphorbiaceae		species					
Macaranga kingii	Macaranga kingii		Plantae				Euphorbiaceae		species					
Macaranga leonardii	Macaranga leonardii		Plantae				Euphorbiaceae		species					
Macaranga longestipulata	Macaranga longestipulata		Plantae				Euphorbiaceae		species					
Macaranga lowii	Macaranga lowii		Plantae				Euphorbiaceae		species					
Macaranga maingayi	Macaranga maingayi		Plantae				Euphorbiaceae		species					
Macaranga mappa	Macaranga mappa		Plantae				Euphorbiaceae		species					
Macaranga mellifera	Macaranga mellifera		Plantae				Euphorbiaceae		species					
Macaranga myriantha	Macaranga myriantha		Plantae				Euphorbiaceae		species					
Macaranga papuana	Macaranga papuana		Plantae				Euphorbiaceae		species					
Macaranga populifolia	Macaranga populifolia		Plantae				Euphorbiaceae		species					
Macaranga pruinosa	Macaranga pruinosa		Plantae				Euphorbiaceae		species					
Macaranga pseudopruinosa	Macaranga pseudopruinosa		Plantae				Euphorbiaceae		species					
Macaranga puncticulata	Macaranga puncticulata		Plantae				Euphorbiaceae		species					
Macaranga rhizinoides	Macaranga rhizinoides		Plantae				Euphorbiaceae		species					
Macaranga sampsoni	Macaranga sampsoni		Plantae				Euphorbiaceae		species					
Macaranga sampsonii	Macaranga sampsonii		Plantae				Euphorbiaceae		species					
Macaranga semiglobosa	Macaranga semiglobosa		Plantae				Euphorbiaceae		species					
Macaranga tanarius	Macaranga tanarius		Plantae				Euphorbiaceae		species					
Macaranga trichocarpa	Macaranga trichocarpa		Plantae				Euphorbiaceae		species					
Macaranga triloba	Macaranga triloba		Plantae				Euphorbiaceae		species					
Macarisia pyramidata	Macarisia pyramidata		Plantae				Rhizophoraceae		species					
Macbrideina peruviana	Macbrideina peruviana		Plantae				Rubiaceae		species					
Machaerium aculeatum	Machaerium aculeatum		Plantae				Fabaceae		species					
Machaerium acutifolium	Machaerium acutifolium		Plantae				Fabaceae		species					
Machaerium allemanii	Machaerium allemanii		Plantae				Fabaceae		species					
Machaerium brasiliense	Machaerium brasiliense		Plantae				Fabaceae		species					
Machaerium firmum	Machaerium firmum		Plantae				Fabaceae		species					
Machaerium fulvovenosum	Machaerium fulvovenosum		Plantae				Fabaceae		species					
Machaerium hirtum	Machaerium hirtum		Plantae				Fabaceae		species					
Machaerium incorruptibile	Machaerium incorruptibile		Plantae				Fabaceae		species					
Machaerium lunatum	Machaerium lunatum		Plantae				Fabaceae		species					
Machaerium millei	Machaerium millei		Plantae				Fabaceae		species					
Machaerium minutiflorum	Machaerium minutiflorum		Plantae				Fabaceae		species					
Machaerium opacum	Machaerium opacum		Plantae				Fabaceae		species					
Machaerium scleroxylon	Machaerium scleroxylon		Plantae				Fabaceae		species					
Machaerium villosum	Machaerium villosum		Plantae				Fabaceae		species					
